,id,text,score,sentiment,nltk_score,nltk_sentiment,combined_score,combined_sentiment,combined_granular_sentiment
24,1337770798770081796,"Presenting you the top Medical News/Advancement of the past week you don't want to miss!

#docnosofficial #covid19… https://t.co/qOd5TPLYvA",-0.48319245352079554,Negative,0.3213,Positive,-0.08094622676039778,Neutral,Neutral
25,1337770118017900550,"No.1 of 2 done.

#ThankYouNHS @NHSuk @MHRAgovuk and #PfizerBioNTech @pfizer for making the #CovidVaccine dream poss… https://t.co/3KvJ7UP432",0.0,Neutral,0.25,Positive,0.125,Neutral,Neutral
26,1337769867676704770,"Wear a mask, wash your hands, and remain socially distant when possible. #stayhome #StayAtHome #StayAtHomeSaveLives… https://t.co/Jrlrg6bm0w",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
27,1337769507402768384,"⁦@AvgerinosMoscow⁩ #PfizerBioNTech #FDA approval Apprentice Style!
⁦@realDonaldTrump⁩: “Approve the #vaccine or you… https://t.co/f64cOP5DV6",1.0259260015098781,Positive,0.5255,Positive,0.7757130007549391,Positive,Positive
28,1337765770420506625,"Interesting and very detailed article showing up how a well tested #supplychain, with #sharedvisibility will help d… https://t.co/yt3vn67mVg",0.35356677502480244,Positive,0.7579,Positive,0.5557333875124012,Positive,Positive
29,1337761915087560707,💉 #Vaccine #TrumpVaccine #AstraZeneca #PfizerBioNTech #Pfizervaccine #PfizerCovidVaccine  #Pfizer's COVID-19 belong… https://t.co/ldxQhN6uix,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
30,1337760271151063040,"@ZubyMusic 6 deaths so far. 
It's only death, nothing to worry about then 🤔
#CovidVaccines
#Pfizervaccine… https://t.co/HkGTDM5J3f",-0.8203406267086071,Negative,-0.3599,Negative,-0.5901203133543036,Negative,Negative
31,1337758104847572999,@sbnumb3 @nytimes Please don’t spread fake news! There is no evidence that these cases are linked to the… https://t.co/bMcAhIPR5g,-0.4198516391269614,Negative,-0.5093,Negative,-0.4645758195634807,Negative,Negative
32,1337744008500703232,"#ICYMI The #FDA Authorized the #PfizerBioNTech #COVID19 #Vaccine for the United States last night

https://t.co/CtYGB3fNnE",0.0,Neutral,0.4215,Positive,0.21075,Positive,Optimistic
33,1337742598153383936,All respect to due process but why not give approval now instead of the 29th of December. Surely multiple other cou… https://t.co/Xv0SRv1Ukw,0.6194189298444817,Positive,0.3755,Positive,0.4974594649222408,Positive,Positive
34,1337742528108519424,Vaccine!! Anyone?? #covid #Pfizervaccine #PfizerBioNTech https://t.co/b9ZKwnlIkX,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
35,1337739607857917954,"An immigrant Muslim couple find the COVID-19 Vaccine. 

#CovidVaccine #PfizerBioNTech #Pfizervaccine #PfizerProud",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
36,1337735595704115200,"The #FDA finally issues #EUA now comes the problem transporting this #PfizerBioNTech vaccine, needs to be kept at -… https://t.co/NvaGyoo2yD",-0.7543200927869129,Negative,-0.4019,Negative,-0.5781100463934564,Negative,Negative
37,1337734069816348673,"Ladies and Gentlemen, now we have #CovidVaccine experts in each and every household of #Pakistan #PfizerBioNTech #oxfordvaccine 🤦‍♂️",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
38,1337733927885303808,"FACT SHEET FOR HEALTHCARE PROVIDERS ADMINISTERING VACCINE

#PfizerBioNTech 
#CovidVaccine 

https://t.co/xRaOiACZSD",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
39,1337733857349677059,@mirekR9 @sputnikvaccine @AstraZeneca check out table 23 of this and other tables too because it took the penny a w… https://t.co/5r6ibs8Jm8,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
40,1337733048914358272,"@mirekR9 @sputnikvaccine @AstraZeneca it's the only one which doesn't have any side effects 

the #PfizerBioNTech a… https://t.co/IWELAATAmd",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
41,1337732996380696578,"FACT SHEET FOR RECIPIENTS AND CAREGIVERS

#PfizerBioNTech 
#CovidVaccine 

https://t.co/V0mn08VTwj",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
42,1337732077278662657,#CovidVaccine #Pfizer-BioNTech COVID-19 #PfizerBioNTech #COVID19 #CapeTown https://t.co/uCpwv0S4nl,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
43,1337728701820268544,"Trump announces #vaccine rollout 'in less than 24 hours'

The first Americans will be vaccinated against… https://t.co/6379SZjNQi",0.38639720819736656,Positive,0.0,Neutral,0.19319860409868328,Neutral,Optimistic
44,1337727767551553536,"#FDA authorizes #PfizerBioNTech #coronavirus vaccine for emergency use
https://t.co/VZ6bDPbbPG",-0.4294261532482654,Negative,-0.3818,Negative,-0.4056130766241327,Negative,Negative
45,1340571472025141248,"When The #CovidVaccine 
Poisons Enough Of The LEFT With ""Side Effects"" Like #BellsPalsy Or ☠️ As They Are Flocking… https://t.co/mGNvf2XT8i",0.46844828169057084,Positive,-0.296,Negative,0.08622414084528543,Neutral,Neutral
46,1340303747306696704,@realDonaldTrump Dairy dose of dumbsville by #DonTheCon #GrifterInChief #TrumpForPrison #TrumpCrimeFamily #COVID… https://t.co/gyiCvTuMOP,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
47,1340129728229871617,The US #FDA has approved two #coronavirus vaccines: #PfizerBioNTech &amp; #Moderna. Over 200 #vaccines are being develo… https://t.co/6lboJqT9mn,0.0,Neutral,0.4215,Positive,0.21075,Positive,Optimistic
48,1339891037712637952,"As @EMA_News gets set to approve #PfizerBioNTech #vaccine, roll-out preparations pick up pace across #EU. Meanwhile… https://t.co/uWiv1SypWg",0.350647154094198,Positive,0.0,Neutral,0.175323577047099,Neutral,Optimistic
49,1339822296278519810,"COVID-19: News and updates
public questioned whether he actually received the shot.
Video footage appeared to show… https://t.co/lBc2PJ2b9l",0.0,Neutral,-0.1027,Neutral,-0.05135,Neutral,Neutral
50,1339227682094059520,Tragedy. Another life taken by corporate greed and the evil pharmaceutical companies. #vaccination #vaccine… https://t.co/1YcShyQpR6,-0.8153065381302523,Negative,-0.91,Negative,-0.8626532690651262,Negative,Negative
51,1338631874814619653,"I’ve never been so excited to get a vaccine 💉💉💉

#CovidVaccine #PfizerBioNTech #VaccinesSaveLives #VaccinesWork https://t.co/tCylgwmUO3",0.4814165488744914,Positive,0.4795,Positive,0.4804582744372457,Positive,Positive
52,1338623535913332736,Building on last week’s ‘trial’ run and extending our vaccination 💉 programme this week . So much effort going on b… https://t.co/Wsaup80aFs,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
53,1338623197390852100,"The first COVID-19 vaccine doses have arrived in Oregon.  

Watch #MorningsontheDove from 6am -9am tomorrow for det… https://t.co/eNy64xR7KX",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
54,1338619778689163266,#Iran has told the World Health Organization it does not intend to import the #PfizerBioNTech Covid-19 #vaccine bec… https://t.co/sJM874Mkc7,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
55,1338618629667995649,Concerned about the side effects of the #PfizerBioNTech #COVID19 vaccine?  Check out my recap 👇🏼 https://t.co/P6yfRwS3Fq,-0.6477179385985165,Negative,0.0,Neutral,-0.3238589692992582,Negative,Skeptical
56,1338615082239074304,"Such a great feeling. A big thank you to all the healthcare professionals; scientists, nurses, doctors, caregivers.… https://t.co/tR4DUVl5Ud",0.5309091235633987,Positive,0.7964,Positive,0.6636545617816993,Positive,Positive
57,1338612922600333315,"Members of the @teamsters delivered the first #COVID19Vaccine this morning
#teamsters
#UPS
#COVID19 
#Pfizer… https://t.co/Ms3N1s9OES",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
58,1338611079258128385,Getting my first dose of the #PfizerBioNTech #CovidVaccine next weekend and seeing this #UNBOXING just made it so r… https://t.co/Y6Bqj5KRFR,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
59,1338607616600256513,Will you be taking the COVID-19 vaccine once available to you? #COVID19 #Pfizer #BioNTech #vaccine #PfizerBioNTech… https://t.co/bl7IiCeCCU,0.5042836142947541,Positive,0.0,Neutral,0.25214180714737705,Positive,Optimistic
60,1338599948884070402,"@FarAndWide @erinotoole @MichelleRempel That Rempel-Trudeau exchange had to be seen to be believed. (I saw it, too)… https://t.co/6FAgcNZ1bL",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
61,1338597909881905153,#PfizerBioNTech New York state administered its first non-trial vaccine this morning to a health care worker. The P… https://t.co/FBY1lqLIM8,0.0,Neutral,0.4939,Positive,0.24695,Positive,Optimistic
62,1338596870634041349,"@CPHO_Canada #PfizerBioNTech = Female Sterilization 💥💥💥

#Pfizer =Untested No Liabilities 

#CrimesAgainstHumanity https://t.co/4TIvt3JEVn",-0.4831147452290343,Negative,-0.4588,Negative,-0.47095737261451714,Negative,Negative
63,1338595737190404099,@CPHO_Canada Key #crushCovid milestone achieved with shutting down &amp; #CoverUp of #PfizerBioNTech      untested No L… https://t.co/H5Sh5wspqs,-0.40820839912278695,Negative,-0.296,Negative,-0.3521041995613935,Negative,Skeptical
64,1338594342265556995,#INBOX | @GovParsonMO says shipments of the #PfizerBioNTech vaccine will continue to ship to Missouri’s 21 vaccinat… https://t.co/w5xqB5gbW3,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
65,1338594150720045056,@NYGovCuomo @CMargaronis @pfizer @UPS ?? #PfizerBioNTech are Germany based. ?..lets just hope the small numbers are… https://t.co/WWk28dHogd,0.0,Neutral,0.533,Positive,0.2665,Positive,Optimistic
66,1338592427041579008,"ICU nurse Sandra Lindsay said she was 'very proud,' after becoming one of the first Americans to receive the Pfizer… https://t.co/5JY1g7whhV",0.39807861892469387,Positive,0.0,Neutral,0.19903930946234694,Neutral,Optimistic
67,1338590172523470848,"@FarAndWide @erinotoole @MichelleRempel :: Screenshot #2 of that #QP exchange ::

Unfortunately, Hansard does not c… https://t.co/e4IVaggplj",-0.37071628004217383,Negative,-0.34,Negative,-0.3553581400210869,Negative,Skeptical
68,1338587949370322952,@MeghanMcCain As a physician currently with covid I cried.  #VaccinesSaveLives #PfizerBioNTech,0.0,Neutral,-0.3818,Negative,-0.1909,Neutral,Skeptical
69,1338587622214610946,"@dwain_campbell Unfortunately, Hansard does not capture all the aggro finger-pointing and desk-thumping that were/a… https://t.co/RbPKbFgPDE",-0.5999667090167271,Negative,-0.34,Negative,-0.4699833545083636,Negative,Negative
70,1338583890156523520,"@CdnAdvocacy Hallo, the unroll you asked for: @CdnAdvocacy: 1- #UK #NHS #MHRA Updated #COVIDvaccine clinical guidel… https://t.co/GPDMc9exwV",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
71,1338579784125845506,"@fordnation Odd verb choice there, Doug.

You were on hand to observe -- to welcome, as Anita Anand put it -- under… https://t.co/mceUWV0ly4",0.3588960346940284,Positive,0.5994,Positive,0.47914801734701423,Positive,Positive
72,1338578278056144897,"The first Ontarian was vaccinated just minutes later. A PSW, Anita Quidangen in Toronto.

#PfizerBioNTech… https://t.co/VX9cisW1kf",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
73,1338578173777358849,"@PattyHajdu Would  you take the vaccine?
Listen to the expert 💥💥

#PfizerBioNTech = Untested… https://t.co/ho7JOADrIV",-0.5069199386010932,Negative,0.0,Neutral,-0.2534599693005466,Negative,Skeptical
74,1338576273950568451,"Over the weekend, the #FAA issued guidance for pilots following use of the new #PfizerBioNTech #vaccine for… https://t.co/xFOCcWw0Wj",0.3945310286768817,Positive,0.0,Neutral,0.19726551433844086,Neutral,Optimistic
75,1338574693087936513,#UgurSahin #ozlemtureci the #Muslim Scientists Husband-Wife are saving the world with their #PfizerBioNTech… https://t.co/g5zKRNrxMu,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
76,1338574277562560513,Surprised to learn those with autoimmune conditions or otherwise immunosuppressed are advised not to receive the… https://t.co/d5C5MbwsvB,0.0,Neutral,0.2263,Positive,0.11315,Neutral,Neutral
77,1338573260921901059,"@FarAndWide @erinotoole Or how about Erin O'Toole's hand-picked Health Critic, @MichelleRempel, going even further… https://t.co/355kTKmhGJ",0.0,Neutral,-0.2732,Negative,-0.1366,Neutral,Neutral
78,1338572995992969217,"Where did the #WarpSpeed money go, if not to the covid pioneers #PfizerBioNTech and #Moderna? Asking for a friend - #GrifterTrump klan",0.0,Neutral,0.4939,Positive,0.24695,Positive,Optimistic
79,1338572466898100224,"How the #PfizerBioNTech Vaccine Works?
This article made a detailed explanation.👇
https://t.co/srgcHyBLk4

#COVID19… https://t.co/t1nIsSQtTr",0.43788451670590783,Positive,0.0,Neutral,0.21894225835295392,Positive,Optimistic
80,1338569634501554184,@SkyNews It is a new type of vaccine. That man is so daft it hurts my ears listening to him.  The biggest question… https://t.co/zhfsh0trOl,-0.3884224343607546,Negative,-0.5209,Negative,-0.45466121718037733,Negative,Negative
81,1338569009067921418,"@theJagmeetSingh 🙋🏼‍♀️ Did you actually read the Global News article, Jagmeet?

This tweet -- embedded therein -- j… https://t.co/DS1age9lzt",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
82,1338567331778232320,FIRST U.S. COVID-19 VACCINATIONS TODAY 🙌🏻 Thank you to everyone stepping up and getting it.  #CovidVaccine… https://t.co/mAdfhhQQhS,0.3613080212028974,Positive,0.3612,Positive,0.3612540106014487,Positive,Optimistic
83,1338566353570033664,"#AnitaQuidangen, a personal support worker in #Toronto, became one of the first people in #Canada to receive a… https://t.co/bgbOIL12Hp",0.40316444486423414,Positive,0.4019,Positive,0.40253222243211706,Positive,Positive
84,1338565957866778624,"The state is supposed to get 35,100 doses total of the #PfizerBioNTech vaccine this week.
The remained 30,225 will… https://t.co/c8wzudbpUT",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
85,1338565402381537281,"#OrangeCounty will get 25K doses of  #PfizerBioNTech Vaccine by Wednesday Dec. 15, @ochealth confirms. 

https://t.co/ma71oNZu6w",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
86,1338565238082265089,"#BREAKING - just in from @OHAOregon on #COVID19 #vaccine:
-""Legacy Health is the first registered COVID-19 vaccine… https://t.co/bUnTxDGqzZ",-0.44703410653999065,Negative,0.0,Neutral,-0.22351705326999532,Negative,Skeptical
87,1338564311518769152,"@asifintoronto @ctvqp 🙋🏼‍♀️ Ruh-roh, Anita, I (also) saw/heard Michelle Rempel suggest -- during #QP, in the House… https://t.co/KdH4QIrR4T",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
88,1338560750571446273,KFDM’s/FOX 4’s @THEPAIGEREPORT1 is at Baptist hospital getting a first hand look at where the Pfizer COVID-19 vacci… https://t.co/aPCqxD5wIA,0.0,Neutral,0.4939,Positive,0.24695,Positive,Optimistic
89,1338557609540894720,Canadian PM Justin Trudeau announced the arrival of the first of the vaccine vials in the country. #BioNTech #PfizerBioNTech,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
90,1338555378448076803,Privileged be offered the #PfizerBioNTech vaccine. I would encourage everyone to take it up. It’ll help protect peo… https://t.co/GSuAZ6F5YT,1.1093788332331855,Positive,0.8885,Positive,0.9989394166165928,Positive,Positive
91,1338555267244584969,"One of the first vaccines receivers in the US. Momentous for science. Hope has arrived.
#COVID19 #CovidVaccine… https://t.co/R3837E9SWS",0.0,Neutral,0.4404,Positive,0.2202,Positive,Optimistic
92,1338554046957936646,Half way there #COVID19 #CovidVaccine #vaccination #Pfizervaccine #PfizerBioNTech https://t.co/fQOSDAGOWD,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
93,1338552779640627204,"Can’t wait to take my kids towards herd immunity 🐑 🐑 🥳🥳
#vaccines #PfizerBioNTech https://t.co/IittbUgeNo",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
94,1338551175587786752,"Toronto to receive Ontario's 1st doses of Pfizer COVID-19 vaccine today
https://t.co/Tt7qxCQqDY
#Ontario… https://t.co/vacMDknWAV",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
95,1338548332218630144,"There is some good news: The first doses of the #PfizerBioNTech vaccine arrived in California last night.

Gov. Gav… https://t.co/cB3p7CivgW",0.3057596697715691,Positive,0.4404,Positive,0.37307983488578456,Positive,Optimistic
96,1338546341404930050,WHERE IS THE PANDEMIC ? #PCRGATE #Condemic #BillGatesIsNotADoctor #PfizerBioNTech #Moderna #AstraZeneca… https://t.co/4I7rhvI5es,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
97,1338545220691038211,Make vaccine companies liable again... #PfizerBioNTech  #pfizer #johnsonandtoxin #vaccinesarepoison… https://t.co/gJC3BMYrKm,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
98,1338544403795881987,"The FDA Authorizes Emergency Use Of The Pfizer Vaccine
https://t.co/fqJizE0AQY
#PFE #Pfizer #Pfizervaccine… https://t.co/xvD26pXMkI",-0.33988592899275183,Negative,-0.3818,Negative,-0.3608429644963759,Negative,Skeptical
99,1338543202891161600,"@katejulien @TheresaLubowitz Supervising. 

I’m torn between politicians going first(ish) to show how important is,… https://t.co/miwZqf1p6y",0.5339941377854128,Positive,-0.0516,Neutral,0.24119706889270642,Positive,Optimistic
100,1338542633354924035,"#PfizerBioNTech  Just wondering, has every Pfizer employee all the way to the boardroom been vaccinated yet?",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
101,1338539742888079360,"Last night, the first #COVID19Vaccines arrived in Canada and as we speak, the first of the vaccines are being admin… https://t.co/TxsCWyC58j",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
102,1338535849781301248,Happy Cold Chain Day!  The only way to get a vaccine distributed across the county #coldchain #PfizerBioNTech #industrial #cre,-0.1015994062437704,Neutral,0.6114,Positive,0.25490029687811483,Positive,Optimistic
103,1338532479871946752,Received my first dose of the #CovidVaccine #PfizerBioNTech today. I feel very privileged &amp; lucky to have this to p… https://t.co/1FNuUBzsEu,0.8643230295784681,Positive,0.7397,Positive,0.802011514789234,Positive,Positive
104,1338530691684843526,"With several countries including the US and the UK now approving the use of #PfizerBioNTech's #COVID19Vaccine,… https://t.co/yaELVC1xMD",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
105,1338525766796128261,The hospital I work at has received the vaccine. Our IV room made the first five doses to be given in the state. I’… https://t.co/ThiWmslq9j,0.3990239918963789,Positive,0.0,Neutral,0.19951199594818944,Neutral,Optimistic
106,1338523837638586368,"Last night, @AnitaOakville welcomed the first 30K doses of the #PfizerBioNTech #vaccine to 🇨🇦. Although we have a l… https://t.co/vnYhVS90SU",0.0,Neutral,0.34,Positive,0.17,Neutral,Optimistic
107,1338517641967902720,Historical moment #FirstDose of the #PfizerBioNTech #COVID_19 #Vaccine administered at #UPMC @upmchealthbeat @ Pitt… https://t.co/LyOAkRWWNX,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
108,1338514671326744578,#BreakingNews A nurse in New York City on Monday became the first person in the United States to receive the corona… https://t.co/02Mu5HKYs5,0.0,Neutral,0.4215,Positive,0.21075,Positive,Optimistic
109,1338514087005794305,#UPDATE A nurse in New York City on Monday became the first person in the United States to receive the coronavirus… https://t.co/N4j8xorUzO,0.0,Neutral,0.4215,Positive,0.21075,Positive,Optimistic
110,1338504763235831814,#NEW: @methodistdallas has received its first shipment of #PfizerBioNTech's #COVID19 vaccine. Front line healthcare… https://t.co/OX3BOu8ana,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
111,1338501064878854150,It’s kind of surreal that the vaccine is dropping today #PfizerBioNTech,0.6593462955881173,Positive,0.0,Neutral,0.32967314779405865,Positive,Optimistic
112,1338499024903614467,"Coronavirus vaccine ships today, expect hospitals to be overwhelmed in nine  months  ...with baby deliveries 😁… https://t.co/CIhIpKoD0I",-0.41677470571241293,Negative,0.0516,Neutral,-0.18258735285620648,Neutral,Skeptical
113,1338496766354681857,"Per the CDC, persons with HIV and other immunocompromising conditions may still receive the COVID-19 vaccine unless… https://t.co/vjgKYxb8il",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
114,1338493267357339651,@realDonaldTrump I'm not graveling at the feet of someone who has killed over 290K USA. I appreciate the #scientist… https://t.co/dMLtO98QDq,-0.47233859593835303,Negative,-0.362,Negative,-0.4171692979691765,Negative,Negative
115,1338492425921122306,If science is same everywhere so should be it's results. Entire world should approve vaccine which one country has… https://t.co/YFCj0YtZHq,0.43860211251599024,Positive,0.0,Neutral,0.21930105625799512,Positive,Optimistic
116,1338491684544536577,President Trump says the first #PfizerBioNTech #COVID19 vaccine in the United States has been administered. https://t.co/c4AIbXNRMz,0.40560443733140233,Positive,0.4215,Positive,0.41355221866570113,Positive,Positive
117,1338491398379753480,"1st doses of #PfizerBioNTech's #COVID19 vaccine arrive in #Canada🙏🙏🙏

By @helloryanjones
https://t.co/g97stUTAPK https://t.co/Mdx5EON2N3",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
118,1338486761169645568,"#UPS, #FedEx To Transport Initial #PfizerBioNTech #COVID19Vaccine Doses 

$UPS $FDX

https://t.co/78l2X40fPL",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
119,1338486712964616202,#New Vaccination campaign begins today in Quebec. Residents at Maimonides will be among the first seniors in… https://t.co/kJQv5NbPQ9,0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
120,1338485684529549312,"Kudos UPS!

@UPS announced on 13th, its involvement &amp; full support of distribution efforts for #PfizerBioNTech's… https://t.co/PBQgKMnVtz",0.32310365876323216,Positive,0.7424,Positive,0.532751829381616,Positive,Positive
121,1338483993239560195,From Tuna #Fish To #COVID19 #Vaccine - How Container Freezers Used To Ship #Seafood Are Given A New Role -… https://t.co/gzedPMk8fN,0.0,Neutral,-0.0258,Neutral,-0.0129,Neutral,Neutral
122,1338483026905411586,"The end is in sight, many of my coworkers and I are getting our first doses of the #PfizerBioNTech #CovidVaccine to… https://t.co/ZnUexwudiz",0.0,Neutral,0.0,Neutral,0.0,Neutral,Neutral
123,1338481628017004551,Pfizer received emergency use authorization from the Food and Drug Administration for the Covid-19 vaccine develope… https://t.co/BD8vRoaRPk,-0.31413283230005623,Negative,-0.3818,Negative,-0.3479664161500281,Negative,Skeptical
124,1338477015775780864,Thank you Thank you Thank you to all of the scientists who worked on the development of the vaccine for COVID-19. T… https://t.co/GQib0ENDtH,1.124646567163693,Positive,0.7579,Positive,0.9412732835818465,Positive,Positive
